,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
train,1394,190,RM,60.0,10800.0,Pave,0,Lvl,3,Inside,0,OldTown,Norm,Norm,2fmCon,1.5Fin,6,7,1905.0,2000.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,1,3,BrkTil,1,3,1,1,0.0,1,0.0,482.0,482.0,GasA,5,N,SBrkr,1221.0,691.0,0.0,1912.0,0,0,2,0,3,2,2,7,6,1,3,Detchd,2003.0,1,2,672.0,4,3,2,0.0,25.0,212.0,0.0,0.0,0.0,0,0,0.0,4,2008,WD,Normal,163000.0
train,1395,120,RL,53.0,4045.0,Pave,0,Lvl,3,Inside,0,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006.0,2006.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,45.0,2,3,PConc,3,3,3,6,1070.0,1,0.0,286.0,1356.0,GasA,5,Y,SBrkr,1500.0,0.0,0.0,1500.0,1,0,2,0,2,1,3,6,6,1,4,Attchd,2006.0,3,3,648.0,3,3,2,161.0,20.0,0.0,0.0,0.0,0.0,0,0,0.0,10,2006,New,Partial,246578.0
train,1396,60,RL,88.0,12665.0,Pave,1,Lvl,3,Inside,0,Timber,Norm,Norm,1Fam,2Story,8,5,2005.0,2006.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,245.0,2,3,PConc,3,4,4,1,0.0,1,0.0,1094.0,1094.0,GasA,5,Y,SBrkr,1133.0,1349.0,0.0,2482.0,0,0,2,1,4,1,3,9,6,1,4,BuiltIn,2005.0,3,3,642.0,3,3,2,144.0,39.0,0.0,0.0,0.0,0.0,0,0,0.0,2,2007,WD,Normal,281213.0
train,1397,20,RL,75.0,57200.0,Pave,1,Bnk,3,Inside,2,Timber,Norm,Norm,1Fam,1Story,5,5,1948.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,1,3,CBlock,2,3,3,4,353.0,3,334.0,60.0,747.0,GasA,3,Y,SBrkr,1687.0,0.0,0.0,1687.0,1,0,1,0,3,1,2,7,5,2,3,2Types,1966.0,1,2,572.0,3,3,0,0.0,0.0,50.0,0.0,0.0,0.0,0,0,0.0,6,2010,WD,Normal,160000.0
train,1398,70,RM,51.0,6120.0,Pave,0,Lvl,3,Inside,0,BrkSide,Norm,Norm,1Fam,2Story,5,8,1920.0,2004.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,1,3,BrkTil,2,3,2,1,0.0,1,0.0,939.0,939.0,GasA,5,Y,SBrkr,939.0,574.0,0.0,1513.0,0,0,1,1,4,1,2,8,6,0,0,Detchd,1933.0,1,1,180.0,2,2,0,24.0,0.0,150.0,0.0,0.0,0.0,0,0,0.0,5,2007,WD,Normal,137500.0
train,1399,50,RL,60.0,7200.0,Pave,0,Lvl,3,Inside,0,NAmes,Norm,Norm,1Fam,1.5Fin,5,4,1950.0,1982.0,Gable,CompShg,VinylSd,Wd Sdng,None,0.0,1,3,CBlock,2,3,1,3,180.0,4,352.0,676.0,1208.0,GasA,4,Y,FuseA,1136.0,768.0,0.0,1904.0,1,0,1,1,3,1,2,7,5,0,0,Attchd,1950.0,1,1,240.0,3,3,2,0.0,0.0,168.0,0.0,0.0,0.0,0,4,0.0,5,2009,WD,Normal,138000.0
train,1400,50,RL,51.0,6171.0,Pave,0,Lvl,3,Inside,0,SWISU,Norm,Norm,1Fam,1.5Fin,6,6,1925.0,1990.0,Gable,CompShg,WdShing,Wd Shng,None,0.0,1,3,BrkTil,2,3,1,4,264.0,1,0.0,712.0,976.0,GasA,5,Y,SBrkr,1160.0,448.0,0.0,1608.0,0,0,2,1,3,1,3,7,6,1,4,Detchd,1925.0,1,1,216.0,2,3,2,147.0,16.0,0.0,0.0,0.0,0.0,0,1,0.0,10,2009,WD,Normal,137450.0
train,1401,50,RM,50.0,6000.0,Pave,0,Lvl,3,Corner,0,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1929.0,1950.0,Gable,CompShg,WdShing,Wd Shng,None,0.0,1,3,BrkTil,2,3,1,1,0.0,1,0.0,862.0,862.0,GasA,3,Y,SBrkr,950.0,208.0,0.0,1158.0,0,0,1,0,3,1,2,5,6,1,4,Detchd,1929.0,2,1,208.0,3,3,2,0.0,0.0,112.0,0.0,0.0,0.0,0,0,0.0,7,2008,WD,Normal,120000.0
train,1402,60,RL,62.0,7415.0,Pave,1,Lvl,3,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,6,5,2004.0,2004.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,1,3,PConc,2,3,1,6,759.0,1,0.0,80.0,839.0,GasA,5,Y,SBrkr,864.0,729.0,0.0,1593.0,1,0,2,1,3,1,2,8,6,1,3,Attchd,2004.0,3,2,398.0,3,3,2,100.0,75.0,0.0,0.0,0.0,0.0,0,0,0.0,4,2008,WD,Normal,193000.0
train,1403,20,RL,64.0,6762.0,Pave,0,Lvl,3,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006.0,2006.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,PConc,3,4,3,1,0.0,1,0.0,1286.0,1286.0,GasA,5,Y,SBrkr,1294.0,0.0,0.0,1294.0,0,0,2,0,2,1,3,6,6,1,4,Attchd,2006.0,2,2,662.0,3,3,2,168.0,55.0,0.0,0.0,0.0,0.0,0,0,0.0,7,2006,New,Partial,193879.0
train,1404,20,RL,49.0,15256.0,Pave,1,Lvl,3,CulDSac,0,Somerst,RRAn,Norm,1Fam,1Story,8,5,2007.0,2007.0,Gable,CompShg,VinylSd,VinylSd,Stone,84.0,2,3,PConc,3,3,4,6,929.0,1,0.0,556.0,1485.0,GasA,5,Y,SBrkr,1464.0,0.0,0.0,1464.0,1,0,2,0,3,1,3,6,6,0,0,Attchd,2007.0,1,3,754.0,3,3,2,168.0,160.0,0.0,0.0,0.0,0.0,0,0,0.0,8,2007,WD,Normal,282922.0
train,1405,50,RL,60.0,10410.0,Pave,0,Lvl,3,Corner,0,OldTown,Artery,Norm,1Fam,1.5Fin,3,4,1915.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,1,3,PConc,2,3,1,1,0.0,1,0.0,672.0,672.0,GasA,3,Y,SBrkr,694.0,520.0,0.0,1214.0,0,0,1,0,3,1,2,6,6,0,0,Detchd,1998.0,1,3,936.0,3,3,2,216.0,0.0,160.0,0.0,0.0,0.0,0,1,0.0,1,2006,WD,Family,105000.0
train,1406,120,RM,44.0,3842.0,Pave,1,HLS,3,Inside,1,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2004.0,2005.0,Hip,CompShg,CemntBd,CmentBd,Stone,174.0,2,3,PConc,4,3,4,6,1373.0,1,0.0,221.0,1594.0,GasA,5,Y,SBrkr,1646.0,0.0,0.0,1646.0,1,1,2,0,2,1,3,5,6,1,4,Attchd,2004.0,3,2,482.0,3,3,2,128.0,53.0,0.0,0.0,155.0,0.0,0,0,0.0,1,2008,WD,Normal,275000.0
train,1407,85,RL,70.0,8445.0,Pave,0,Lvl,3,Corner,0,CollgCr,Norm,Norm,1Fam,SFoyer,5,7,1972.0,2007.0,Gable,CompShg,HdBoard,Wd Shng,None,0.0,1,3,CBlock,3,3,3,6,656.0,1,0.0,112.0,768.0,GasA,3,Y,SBrkr,768.0,0.0,0.0,768.0,1,0,1,0,2,1,2,5,6,0,0,Attchd,1988.0,1,2,396.0,3,3,2,58.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,3,2009,WD,Normal,133000.0
train,1408,20,RL,81.0,8780.0,Pave,1,Lvl,3,Corner,0,Mitchel,Norm,Norm,1Fam,1Story,5,5,1985.0,1985.0,Gable,CompShg,HdBoard,Plywood,None,0.0,1,3,CBlock,2,3,1,5,625.0,1,0.0,208.0,833.0,GasA,5,Y,SBrkr,833.0,0.0,0.0,833.0,1,0,1,0,3,1,2,5,6,0,0,Attchd,1930.0,0,0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,3,2009,WD,Normal,112000.0
train,1409,70,RM,60.0,7740.0,Pave,0,Lvl,3,Inside,0,OldTown,Norm,Norm,1Fam,2Story,4,7,1910.0,1950.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,1,3,CBlock,1,3,1,1,0.0,1,0.0,622.0,622.0,GasA,4,Y,SBrkr,741.0,622.0,0.0,1363.0,0,0,1,0,3,1,2,6,6,0,0,Detchd,1966.0,1,2,528.0,3,3,2,0.0,0.0,0.0,0.0,168.0,0.0,0,0,0.0,6,2010,WD,Normal,125500.0
train,1410,60,RL,46.0,20544.0,Pave,1,Lvl,3,CulDSac,0,NWAmes,Norm,Norm,1Fam,2Story,7,6,1986.0,1991.0,Gable,CompShg,Plywood,Plywood,BrkFace,123.0,1,4,CBlock,3,3,1,1,0.0,1,0.0,791.0,791.0,GasA,4,Y,SBrkr,1236.0,857.0,0.0,2093.0,0,0,2,1,3,1,2,7,6,1,3,Attchd,1986.0,3,2,542.0,3,3,2,364.0,63.0,0.0,0.0,0.0,0.0,0,1,0.0,11,2008,WD,Normal,215000.0
train,1411,60,RL,79.0,12420.0,Pave,0,Lvl,3,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001.0,2001.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,PConc,3,3,1,6,666.0,1,0.0,278.0,944.0,GasA,5,Y,SBrkr,944.0,896.0,0.0,1840.0,1,0,2,1,3,1,3,6,6,0,0,Attchd,2001.0,2,2,622.0,3,3,2,0.0,45.0,0.0,0.0,0.0,0.0,0,0,0.0,6,2009,WD,Normal,230000.0
train,1412,50,RL,80.0,9600.0,Pave,0,Lvl,3,Inside,0,NAmes,Norm,Norm,1Fam,1.5Fin,6,8,1950.0,2005.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,1,4,CBlock,2,3,1,4,120.0,1,0.0,736.0,856.0,GasA,5,Y,SBrkr,1112.0,556.0,0.0,1668.0,0,0,1,1,3,1,2,6,3,0,0,Attchd,1950.0,1,1,271.0,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,9,2009,WD,Normal,140000.0
train,1413,90,RL,60.0,7200.0,Pave,0,Lvl,3,Inside,0,NAmes,Norm,Norm,Duplex,1Story,4,5,1949.0,1950.0,Gable,CompShg,BrkFace,Stone,None,0.0,1,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,Wall,2,N,FuseF,1040.0,0.0,0.0,1040.0,0,0,2,0,2,2,2,6,6,0,0,Detchd,1956.0,1,2,420.0,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,6,2009,WD,Normal,90000.0
train,1414,20,RL,88.0,10994.0,Pave,1,Lvl,3,Corner,0,SawyerW,Norm,Norm,1Fam,1Story,8,5,2005.0,2006.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,366.0,2,3,PConc,3,4,1,6,976.0,1,0.0,868.0,1844.0,GasA,5,Y,SBrkr,1844.0,0.0,0.0,1844.0,1,0,2,0,2,1,3,7,6,1,4,Attchd,2005.0,3,2,620.0,3,3,2,165.0,44.0,0.0,0.0,0.0,0.0,0,0,0.0,9,2009,COD,Abnorml,257000.0
train,1415,50,RL,64.0,13053.0,Pave,0,Bnk,3,Inside,0,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1923.0,2000.0,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,1,3,BrkTil,2,3,1,1,0.0,1,0.0,833.0,833.0,GasA,4,Y,SBrkr,1053.0,795.0,0.0,1848.0,0,0,1,1,4,1,3,8,6,1,4,Detchd,1922.0,1,2,370.0,3,3,0,0.0,0.0,0.0,0.0,220.0,0.0,0,0,0.0,6,2008,WD,Normal,207000.0
train,1416,120,RL,51.0,3635.0,Pave,0,Lvl,3,Inside,0,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007.0,2007.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,130.0,2,3,PConc,3,3,1,5,988.0,1,0.0,398.0,1386.0,GasA,5,Y,SBrkr,1569.0,0.0,0.0,1569.0,0,1,2,0,1,1,3,7,6,1,3,Attchd,2007.0,2,3,660.0,3,3,2,143.0,20.0,0.0,0.0,0.0,0.0,0,0,0.0,5,2009,WD,Normal,175900.0
train,1417,190,RM,60.0,11340.0,Pave,0,Lvl,3,Inside,0,OldTown,Norm,Norm,2fmCon,2Story,4,6,1885.0,1950.0,Gable,CompShg,VinylSd,AsbShng,None,0.0,1,3,PConc,2,3,1,1,0.0,1,0.0,777.0,777.0,GasA,4,Y,SBrkr,1246.0,1044.0,0.0,2290.0,0,0,2,0,4,2,2,11,6,0,0,Detchd,1971.0,1,2,560.0,3,3,0,0.0,0.0,114.0,0.0,0.0,0.0,0,0,0.0,4,2010,WD,Normal,122500.0
train,1418,60,RL,90.0,16545.0,Pave,1,Lvl,3,Inside,0,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998.0,1998.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,731.0,2,3,PConc,3,3,2,6,781.0,1,0.0,503.0,1284.0,GasA,5,Y,SBrkr,1310.0,1140.0,0.0,2450.0,1,0,2,1,3,1,3,7,6,1,3,Attchd,1998.0,3,3,1069.0,3,3,2,0.0,126.0,0.0,0.0,0.0,0.0,0,0,0.0,5,2009,WD,Normal,340000.0
train,1419,20,RL,71.0,9204.0,Pave,0,Lvl,3,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,5,1963.0,1963.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,1,3,CBlock,2,3,1,4,25.0,3,872.0,247.0,1144.0,GasA,3,Y,SBrkr,1144.0,0.0,0.0,1144.0,1,0,1,1,3,1,2,6,6,0,0,Attchd,1962.0,1,1,336.0,3,3,2,0.0,88.0,0.0,0.0,0.0,0.0,0,0,0.0,8,2008,COD,Normal,124000.0
train,1420,20,RL,95.0,16381.0,Pave,1,Lvl,3,Inside,0,Crawfor,Norm,Norm,1Fam,1Story,6,5,1969.0,1969.0,Gable,CompShg,Plywood,Plywood,BrkFace,312.0,2,4,CBlock,2,3,3,3,1110.0,1,0.0,734.0,1844.0,GasA,4,Y,SBrkr,1844.0,0.0,0.0,1844.0,1,0,2,0,3,1,3,7,6,1,3,Attchd,1969.0,2,2,540.0,3,3,2,0.0,73.0,216.0,0.0,0.0,0.0,0,0,0.0,12,2006,WD,Normal,223000.0
train,1421,60,RL,90.0,11700.0,Pave,0,Lvl,3,Corner,0,NWAmes,Norm,Norm,1Fam,2Story,6,6,1968.0,1968.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,420.0,1,3,CBlock,2,3,1,5,404.0,1,0.0,304.0,708.0,GasA,4,Y,SBrkr,708.0,708.0,0.0,1416.0,0,0,2,1,3,1,2,7,6,1,3,Attchd,1968.0,2,2,776.0,3,3,2,0.0,169.0,0.0,0.0,119.0,0.0,0,0,0.0,5,2006,WD,Normal,179900.0
train,1422,120,RL,53.0,4043.0,Pave,0,Lvl,3,Inside,0,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1977.0,1977.0,Gable,CompShg,Plywood,Plywood,None,0.0,1,3,CBlock,3,3,1,5,360.0,1,0.0,709.0,1069.0,GasA,3,Y,SBrkr,1069.0,0.0,0.0,1069.0,0,0,2,0,2,1,2,4,6,1,2,Attchd,1977.0,2,2,440.0,3,3,2,0.0,55.0,0.0,0.0,165.0,0.0,0,0,0.0,7,2010,WD,Normal,127500.0
train,1423,120,RM,37.0,4435.0,Pave,0,Lvl,3,Inside,0,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003.0,2003.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,2,3,PConc,3,3,3,6,686.0,1,0.0,162.0,848.0,GasA,5,Y,SBrkr,848.0,0.0,0.0,848.0,1,0,1,0,1,1,3,3,6,0,0,Attchd,2003.0,3,2,420.0,3,3,2,140.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,3,2008,WD,Normal,136500.0
train,1424,80,RL,70.0,19690.0,Pave,1,Lvl,3,CulDSac,0,Edwards,Norm,Norm,1Fam,SLvl,6,7,1966.0,1966.0,Flat,Tar&Grv,Plywood,Plywood,None,0.0,2,4,CBlock,3,3,3,1,0.0,1,0.0,697.0,697.0,GasA,3,Y,SBrkr,1575.0,626.0,0.0,2201.0,0,0,2,0,4,1,3,8,6,1,4,Attchd,1966.0,1,2,432.0,4,4,2,586.0,236.0,0.0,0.0,0.0,738.0,3,4,0.0,8,2006,WD,Alloca,274970.0
train,1425,20,RL,49.0,9503.0,Pave,0,Lvl,3,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,5,1958.0,1983.0,Hip,CompShg,HdBoard,HdBoard,None,0.0,1,3,CBlock,2,3,1,5,457.0,3,374.0,193.0,1024.0,GasA,3,Y,SBrkr,1344.0,0.0,0.0,1344.0,1,0,1,0,2,1,2,6,5,1,3,Attchd,1970.0,1,1,484.0,3,3,2,316.0,28.0,0.0,0.0,0.0,0.0,0,3,0.0,6,2007,WD,Normal,144000.0
train,1426,20,RL,80.0,10721.0,Pave,1,Lvl,3,Inside,0,NAmes,Norm,Norm,1Fam,1Story,6,6,1959.0,1959.0,Hip,CompShg,HdBoard,HdBoard,BrkFace,243.0,2,3,CBlock,2,3,1,1,0.0,1,0.0,1252.0,1252.0,GasA,5,Y,SBrkr,1252.0,0.0,0.0,1252.0,0,0,1,0,3,1,3,7,6,0,0,Attchd,1960.0,1,2,528.0,3,3,2,0.0,39.0,0.0,0.0,0.0,0.0,0,0,0.0,10,2008,WD,Normal,142000.0
train,1427,60,RL,81.0,10944.0,Pave,1,Lvl,3,Inside,0,NoRidge,Norm,Norm,1Fam,2Story,7,5,1994.0,1994.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,448.0,2,3,PConc,3,3,1,6,1000.0,1,0.0,223.0,1223.0,GasA,5,Y,SBrkr,1223.0,904.0,0.0,2127.0,1,0,2,1,3,1,3,5,6,2,3,Attchd,1994.0,2,2,525.0,3,3,2,171.0,132.0,0.0,0.0,0.0,0.0,0,0,0.0,8,2008,WD,Normal,271000.0
train,1428,50,RL,60.0,10930.0,Pave,0,Bnk,3,Inside,0,NAmes,Artery,Norm,1Fam,1.5Fin,5,6,1945.0,1950.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,1,3,CBlock,2,3,1,4,580.0,1,0.0,333.0,913.0,GasA,3,Y,FuseA,1048.0,510.0,0.0,1558.0,1,0,1,1,3,1,2,6,6,1,3,Attchd,1962.0,1,1,288.0,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,4,2008,WD,Normal,140000.0
train,1429,30,RM,60.0,7200.0,Pave,0,Lvl,3,Corner,0,OldTown,Norm,Norm,1Fam,1Story,5,7,1940.0,1992.0,Gable,CompShg,MetalSd,MetalSd,Stone,294.0,1,4,CBlock,2,3,1,4,510.0,1,0.0,278.0,788.0,GasA,3,Y,SBrkr,804.0,0.0,0.0,804.0,1,0,1,0,2,1,3,4,6,2,4,Detchd,1940.0,1,1,240.0,3,3,2,0.0,0.0,154.0,0.0,0.0,0.0,0,1,0.0,2,2010,WD,Abnorml,119000.0
train,1430,20,RL,72.0,12546.0,Pave,1,Lvl,3,Corner,0,NWAmes,Norm,Norm,1Fam,1Story,6,7,1981.0,1981.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,310.0,2,4,CBlock,3,3,1,4,678.0,1,0.0,762.0,1440.0,GasA,5,Y,SBrkr,1440.0,0.0,0.0,1440.0,0,0,2,0,3,1,3,7,6,1,3,Attchd,1981.0,3,2,467.0,3,3,2,0.0,0.0,99.0,0.0,0.0,0.0,0,0,0.0,4,2007,WD,Normal,182900.0
train,1431,60,RL,60.0,21930.0,Pave,3,Lvl,3,Inside,0,Gilbert,RRAn,Norm,1Fam,2Story,5,5,2005.0,2005.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,PConc,3,4,3,1,0.0,1,0.0,732.0,732.0,GasA,5,Y,SBrkr,734.0,1104.0,0.0,1838.0,0,0,2,1,4,1,2,7,6,1,4,BuiltIn,2005.0,3,2,372.0,3,3,2,100.0,40.0,0.0,0.0,0.0,0.0,0,0,0.0,7,2006,WD,Normal,192140.0
train,1432,120,RL,43.0,4928.0,Pave,1,Lvl,3,Inside,0,NPkVill,Norm,Norm,TwnhsE,1Story,6,6,1976.0,1976.0,Gable,CompShg,Plywood,Plywood,None,0.0,1,3,CBlock,3,3,1,2,958.0,1,0.0,0.0,958.0,GasA,3,Y,SBrkr,958.0,0.0,0.0,958.0,0,0,2,0,2,1,2,5,6,0,0,Attchd,1976.0,2,2,440.0,3,3,2,0.0,60.0,0.0,0.0,0.0,0.0,0,0,0.0,10,2009,WD,Normal,143750.0
train,1433,30,RL,60.0,10800.0,Pave,0,Lvl,3,Inside,0,OldTown,Norm,Norm,1Fam,1Story,4,6,1927.0,2007.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,1,3,BrkTil,2,3,1,1,0.0,1,0.0,656.0,656.0,GasA,3,Y,SBrkr,968.0,0.0,0.0,968.0,0,0,2,0,4,1,2,5,6,0,0,Detchd,1928.0,1,1,216.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,8,2007,WD,Normal,64500.0
train,1434,60,RL,93.0,10261.0,Pave,1,Lvl,3,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000.0,2000.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,318.0,1,3,PConc,3,3,1,1,0.0,1,0.0,936.0,936.0,GasA,5,Y,SBrkr,962.0,830.0,0.0,1792.0,1,0,2,1,3,1,2,8,6,1,3,Attchd,2000.0,3,2,451.0,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,5,2008,WD,Normal,186500.0
train,1435,20,RL,80.0,17400.0,Pave,0,Low,3,Inside,1,Mitchel,Norm,Norm,1Fam,1Story,5,5,1977.0,1977.0,Gable,CompShg,BrkFace,BrkFace,None,0.0,1,3,CBlock,2,3,1,5,936.0,1,0.0,190.0,1126.0,GasA,2,Y,SBrkr,1126.0,0.0,0.0,1126.0,1,0,2,0,3,1,2,5,6,1,4,Attchd,1977.0,2,2,484.0,3,3,1,295.0,41.0,0.0,0.0,0.0,0.0,0,0,0.0,5,2006,WD,Normal,160000.0
train,1436,20,RL,80.0,8400.0,Pave,0,Lvl,3,Inside,0,NAmes,Norm,Norm,1Fam,1Story,6,9,1962.0,2005.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,237.0,2,4,CBlock,2,3,1,1,0.0,1,0.0,1319.0,1319.0,GasA,3,Y,SBrkr,1537.0,0.0,0.0,1537.0,1,0,1,1,3,1,3,7,6,1,4,Attchd,1962.0,2,2,462.0,3,3,2,0.0,36.0,0.0,0.0,0.0,0.0,0,4,0.0,7,2008,COD,Abnorml,174000.0
train,1437,20,RL,60.0,9000.0,Pave,0,Lvl,3,FR2,0,NAmes,Norm,Norm,1Fam,1Story,4,6,1971.0,1971.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,1,3,PConc,2,3,1,5,616.0,1,0.0,248.0,864.0,GasA,3,Y,SBrkr,864.0,0.0,0.0,864.0,0,0,1,0,3,1,2,5,6,0,0,Detchd,1974.0,1,2,528.0,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,5,2007,WD,Normal,120500.0
train,1438,20,RL,96.0,12444.0,Pave,0,Lvl,3,FR2,0,NridgHt,Norm,Norm,1Fam,1Story,8,5,2008.0,2008.0,Hip,CompShg,VinylSd,VinylSd,Stone,426.0,3,3,PConc,4,3,3,6,1336.0,1,0.0,596.0,1932.0,GasA,5,Y,SBrkr,1932.0,0.0,0.0,1932.0,1,0,2,0,2,1,4,7,6,1,4,Attchd,2008.0,3,3,774.0,3,3,2,0.0,66.0,0.0,304.0,0.0,0.0,0,0,0.0,11,2008,New,Partial,394617.0
train,1439,20,RM,90.0,7407.0,Pave,0,Lvl,3,Inside,0,OldTown,Artery,Norm,1Fam,1Story,6,7,1957.0,1996.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,1,3,CBlock,2,3,1,6,600.0,1,0.0,312.0,912.0,GasA,3,Y,FuseA,1236.0,0.0,0.0,1236.0,1,0,1,0,2,1,2,6,6,0,0,Attchd,1957.0,1,2,923.0,3,3,2,0.0,158.0,158.0,0.0,0.0,0.0,0,1,0.0,4,2010,WD,Normal,149700.0
train,1440,60,RL,80.0,11584.0,Pave,0,Lvl,3,Inside,0,NWAmes,Norm,Norm,1Fam,SLvl,7,6,1979.0,1979.0,Hip,CompShg,HdBoard,HdBoard,BrkFace,96.0,1,3,CBlock,2,3,1,6,315.0,3,110.0,114.0,539.0,GasA,3,Y,SBrkr,1040.0,685.0,0.0,1725.0,0,0,2,1,3,1,2,6,6,1,3,Attchd,1979.0,2,2,550.0,3,3,2,0.0,88.0,216.0,0.0,0.0,0.0,0,0,0.0,11,2007,WD,Normal,197000.0
train,1441,70,RL,79.0,11526.0,Pave,1,Bnk,3,Inside,1,Crawfor,Norm,Norm,1Fam,2.5Fin,6,7,1922.0,1994.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,1,3,BrkTil,4,3,1,1,0.0,1,0.0,588.0,588.0,GasA,2,Y,SBrkr,1423.0,748.0,384.0,2555.0,0,0,2,0,3,1,2,11,5,1,4,Detchd,1993.0,3,2,672.0,3,3,2,431.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,9,2008,WD,Normal,191000.0
train,1442,120,RM,36.0,4426.0,Pave,0,Lvl,3,Inside,0,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004.0,2004.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,147.0,2,3,PConc,3,3,3,6,697.0,1,0.0,151.0,848.0,GasA,5,Y,SBrkr,848.0,0.0,0.0,848.0,1,0,1,0,1,1,3,3,6,1,3,Attchd,2004.0,2,2,420.0,3,3,2,149.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,5,2008,WD,Normal,149300.0
train,1443,60,FV,85.0,11003.0,Pave,0,Lvl,3,Inside,0,Somerst,Norm,Norm,1Fam,2Story,10,5,2008.0,2008.0,Gable,CompShg,VinylSd,VinylSd,Stone,160.0,3,3,PConc,4,3,3,6,765.0,1,0.0,252.0,1017.0,GasA,5,Y,SBrkr,1026.0,981.0,0.0,2007.0,1,0,2,1,3,1,4,10,6,1,5,Attchd,2008.0,3,3,812.0,3,3,2,168.0,52.0,0.0,0.0,0.0,0.0,0,0,0.0,4,2009,WD,Normal,310000.0
