split,Id,MSSubClass,MSZoning,Neighborhood,LandContour,LotConfig,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,Foundation,Heating,CentralAir,Electrical,GarageType,SaleType,SaleCondition,OverallQual,OverallCond,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageFinish,GarageCars,GarageQual,GarageCond,LotShape,Fence,LandSlope,PavedDrive,PoolQC,MoSold,YrSold,YearBuilt,YearRemodAdd,GarageYrBlt,GrLivArea,GarageArea,LotFrontage,LotArea,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,SalePrice
train,1450,180,RM,MeadowV,Lvl,Inside,Norm,Norm,Twnhs,SFoyer,Gable,CompShg,CemntBd,CmentBd,None,CBlock,GasA,Y,SBrkr,Attchd,WD,Abnorml,5,7,1,3,3,3,3,6,1,5,1,0,1,0,1,3,1,4,6,0,0,0,0,0,0,0,0,0,2,0,8,2006,1970,1970,1969,630.0,0.0,20.999999999999993,1533.0,0.0,553.0,0.0,77.0,630.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92000.0
train,1451,90,RL,NAmes,Lvl,FR2,Norm,Norm,Duplex,2Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,SBrkr,Detchd,WD,Normal,5,5,1,3,3,3,1,1,1,3,0,0,2,2,4,8,2,2,6,0,0,0,0,0,0,0,0,0,2,0,9,2009,1974,1974,1919,1792.0,0.0,60.0,9000.0,0.0,0.0,0.0,896.0,896.0,896.0,896.0,0.0,32.0,45.0,0.0,0.0,0.0,0.0,136000.0
train,1452,20,RL,Somerst,Lvl,Inside,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,Stone,PConc,GasA,Y,SBrkr,Attchd,New,Partial,8,5,2,3,3,3,1,1,1,5,0,0,2,0,3,7,1,4,6,1,4,3,3,3,3,0,0,0,2,0,5,2009,2008,2009,2008,1578.0,840.0,78.0,9262.0,194.0,0.0,0.0,1573.0,1573.0,1578.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,287090.0
train,1453,180,RM,Edwards,Lvl,Inside,Norm,Norm,TwnhsE,SLvl,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Basment,WD,Normal,5,5,1,3,3,3,4,6,1,4,1,0,1,0,2,5,1,2,6,0,0,3,2,3,3,0,0,0,2,0,5,2006,2005,2005,2005,1072.0,525.0,35.0,3675.0,80.0,547.0,0.0,0.0,547.0,1072.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,145000.0
train,1454,20,RL,Mitchel,Lvl,Inside,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,WD,Abnorml,5,5,1,3,3,3,1,1,1,5,0,0,1,0,3,6,1,2,6,0,0,0,0,0,0,0,0,0,2,0,7,2006,2006,2006,1915,1140.0,0.0,90.0,17217.0,0.0,0.0,0.0,1140.0,1140.0,1140.0,0.0,0.0,36.0,56.0,0.0,0.0,0.0,0.0,84500.0
train,1455,20,FV,Somerst,Lvl,Inside,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,7,5,2,3,3,3,1,6,1,5,1,0,2,0,2,6,1,3,6,0,0,2,2,3,3,0,0,0,2,0,10,2009,2004,2005,2004,1221.0,400.0,62.0,7500.0,0.0,410.0,0.0,811.0,1221.0,1221.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,185000.0
train,1456,60,RL,Gilbert,Lvl,Inside,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,6,5,1,3,3,3,1,1,1,5,0,0,2,1,3,7,1,2,6,1,3,2,2,3,3,0,0,0,2,0,8,2007,1999,2000,1999,1647.0,460.0,62.0,7917.0,0.0,0.0,0.0,953.0,953.0,953.0,694.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,175000.0
train,1457,20,RL,NWAmes,Lvl,Inside,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,WD,Normal,6,6,1,3,3,3,1,5,3,3,1,0,2,0,3,7,1,2,5,2,3,1,2,3,3,0,1,0,2,0,2,2010,1978,1988,1978,2073.0,500.0,85.0,13175.0,119.0,790.0,163.0,589.0,1542.0,2073.0,0.0,0.0,349.0,0.0,0.0,0.0,0.0,0.0,210000.0
train,1458,70,RL,Crawfor,Lvl,Inside,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,None,Stone,GasA,Y,SBrkr,Attchd,WD,Normal,7,9,3,4,2,4,1,6,1,5,0,0,2,0,4,9,1,3,6,2,4,2,1,3,3,0,4,0,2,0,5,2010,1941,2006,1941,2340.0,252.0,66.0,9042.0,0.0,275.0,0.0,877.0,1152.0,1188.0,1152.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,266500.0
train,1459,20,RL,NAmes,Lvl,Inside,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,FuseA,Attchd,WD,Normal,5,6,1,3,2,3,2,6,3,4,1,0,1,0,2,5,1,3,6,0,0,1,1,3,3,0,0,0,2,0,4,2010,1950,1996,1950,1078.0,240.0,68.0,9717.0,0.0,49.0,1029.0,0.0,1078.0,1078.0,0.0,0.0,366.0,0.0,112.0,0.0,0.0,0.0,142125.0
train,1460,20,RL,Edwards,Lvl,Inside,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Attchd,WD,Normal,5,6,2,3,2,3,1,4,2,4,1,0,1,1,3,6,1,2,6,0,0,3,1,3,3,0,0,0,2,0,6,2008,1965,1965,1965,1256.0,276.0,75.0,9937.0,0.0,830.0,290.0,136.0,1256.0,1256.0,0.0,0.0,736.0,68.0,0.0,0.0,0.0,0.0,147500.0
test,1461,20,RH,NAmes,Lvl,Inside,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,SBrkr,Attchd,WD,Normal,5,6,1,3,2,3,1,3,2,3,0,0,1,0,2,5,1,2,6,0,0,1,1,3,3,0,1,0,2,0,6,2010,1961,1961,1961,896.0,730.0,80.0,11622.0,0.0,468.0,144.0,270.0,882.0,896.0,0.0,0.0,140.0,0.0,0.0,0.0,120.0,0.0,
test,1462,20,RL,NAmes,Lvl,Corner,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,WD,Normal,6,6,1,3,2,3,1,5,1,3,0,0,1,1,3,6,1,3,6,0,0,1,1,3,3,1,0,0,2,0,6,2010,1958,1958,1958,1329.0,312.0,81.0,14267.0,108.0,923.0,0.0,406.0,1329.0,1329.0,0.0,0.0,393.0,36.0,0.0,0.0,0.0,0.0,
test,1463,60,RL,Gilbert,Lvl,Inside,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,5,5,1,3,3,3,1,6,1,4,0,0,2,1,3,6,1,2,6,1,3,3,2,3,3,1,1,0,2,0,3,2010,1997,1998,1997,1629.0,482.0,74.0,13830.0,0.0,791.0,0.0,137.0,928.0,928.0,701.0,0.0,212.0,34.0,0.0,0.0,0.0,0.0,
test,1464,60,RL,Gilbert,Lvl,Inside,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,6,6,1,3,2,3,1,6,1,5,0,0,2,1,3,7,1,3,6,1,4,3,2,3,3,1,0,0,2,0,6,2010,1998,1998,1998,1604.0,470.0,78.0,9978.0,20.0,602.0,0.0,324.0,926.0,926.0,678.0,0.0,360.0,36.0,0.0,0.0,0.0,0.0,
test,1465,120,RL,StoneBr,HLS,Inside,Norm,Norm,TwnhsE,1Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,8,5,2,3,3,3,1,5,1,5,0,0,2,0,2,5,1,3,6,0,0,2,2,3,3,1,0,0,2,0,1,2010,1992,1992,1992,1280.0,506.0,43.0,5005.0,0.0,263.0,0.0,1017.0,1280.0,1280.0,0.0,0.0,0.0,82.0,0.0,0.0,144.0,0.0,
test,1466,60,RL,Gilbert,Lvl,Corner,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,6,5,1,3,3,3,1,1,1,4,0,0,2,1,3,7,1,2,6,1,3,3,2,3,3,1,0,0,2,0,4,2010,1993,1994,1993,1655.0,440.0,75.0,10000.0,0.0,0.0,0.0,763.0,763.0,763.0,892.0,0.0,157.0,84.0,0.0,0.0,0.0,0.0,
test,1467,20,RL,Gilbert,Lvl,Inside,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,6,7,1,4,3,3,1,5,1,5,1,0,2,0,3,6,1,2,6,0,0,3,2,3,3,1,4,0,2,0,3,2010,1992,2007,1992,1187.0,420.0,75.0,7980.0,0.0,935.0,0.0,233.0,1168.0,1187.0,0.0,0.0,483.0,21.0,0.0,0.0,0.0,0.0,
test,1468,60,RL,Gilbert,Lvl,Inside,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,6,5,1,3,3,3,1,1,1,4,0,0,2,1,3,7,1,2,6,1,4,3,2,3,3,1,0,0,2,0,5,2010,1998,1998,1998,1465.0,393.0,63.0,8402.0,0.0,0.0,0.0,789.0,789.0,789.0,676.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,
test,1469,20,RL,Gilbert,Lvl,Inside,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,7,5,1,3,3,3,4,6,1,4,1,0,1,1,2,5,1,3,6,1,1,1,2,3,3,0,0,0,2,0,2,2010,1990,1990,1990,1341.0,506.0,85.0,10176.0,0.0,637.0,0.0,663.0,1300.0,1341.0,0.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,
test,1470,20,RL,NAmes,Lvl,Corner,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Y,SBrkr,Attchd,WD,Normal,4,5,1,3,2,3,1,5,3,3,1,0,1,0,2,4,1,2,6,0,0,3,2,3,3,0,1,0,2,0,4,2010,1970,1970,1970,882.0,525.0,70.0,8400.0,0.0,804.0,78.0,0.0,882.0,882.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,
test,1471,120,RH,NAmes,Lvl,FR2,Norm,Norm,TwnhsE,1Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,7,5,2,3,3,3,1,6,4,5,1,0,2,0,2,5,1,3,6,1,2,3,2,3,3,1,0,0,2,0,6,2010,1999,1999,1999,1337.0,511.0,26.0,5858.0,0.0,1051.0,0.0,354.0,1405.0,1337.0,0.0,0.0,203.0,68.0,0.0,0.0,0.0,0.0,
test,1472,160,RM,BrDale,Lvl,Inside,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Detchd,COD,Normal,6,5,1,3,2,3,1,3,1,3,0,0,1,1,2,5,1,2,6,0,0,1,1,3,3,0,0,0,2,0,2,2010,1971,1971,1971,987.0,264.0,20.999999999999993,1680.0,504.0,156.0,0.0,327.0,483.0,483.0,504.0,0.0,275.0,0.0,0.0,0.0,0.0,0.0,
test,1473,160,RM,BrDale,Lvl,Inside,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Detchd,WD,Normal,5,5,1,3,2,3,1,3,1,3,0,0,1,1,3,6,1,2,6,0,0,1,1,3,3,0,0,0,2,0,3,2010,1971,1971,1997,1092.0,320.0,20.999999999999993,1680.0,491.99999999999994,300.0,0.0,225.0,525.0,525.0,567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
test,1474,160,RL,NPkVill,Lvl,FR2,Norm,Norm,Twnhs,2Story,Gable,CompShg,Plywood,Brk Cmn,None,CBlock,GasA,Y,SBrkr,Detchd,WD,Normal,6,6,1,3,2,3,1,5,1,3,0,0,2,1,3,6,1,3,6,1,3,1,2,3,3,0,0,0,2,0,6,2010,1975,1975,1975,1456.0,440.0,24.0,2280.0,0.0,514.0,0.0,341.0,855.0,855.0,601.0,0.0,173.0,0.0,0.0,0.0,0.0,0.0,
test,1475,120,RL,NPkVill,Lvl,FR2,Norm,Norm,Twnhs,1Story,Gable,CompShg,Plywood,Brk Cmn,None,CBlock,GasA,Y,SBrkr,Attchd,WD,Normal,7,6,1,3,3,3,1,1,1,5,0,0,1,0,2,4,1,2,6,0,0,1,1,3,3,0,0,0,2,0,6,2010,1975,1975,1975,836.0,308.0,24.0,2280.0,0.0,0.0,0.0,836.0,836.0,836.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,
test,1476,60,RL,NridgHt,Lvl,Inside,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,New,Partial,9,5,3,3,4,3,1,1,1,5,0,0,2,1,3,10,1,4,6,1,4,3,3,3,3,1,0,0,2,0,1,2010,2009,2010,2009,2334.0,751.0,102.0,12858.0,162.0,0.0,0.0,1590.0,1590.0,1627.0,707.0,0.0,144.0,133.0,0.0,0.0,0.0,0.0,
test,1477,20,RL,NridgHt,Lvl,Corner,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,New,Partial,8,5,2,3,3,3,1,1,1,5,0,0,2,0,3,7,1,3,6,0,0,2,3,3,3,1,0,0,2,0,6,2010,2009,2010,2009,1544.0,868.0,94.0,12883.0,256.0,0.0,0.0,1544.0,1544.0,1544.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,
test,1478,20,RL,NridgHt,Lvl,Inside,PosN,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,9,5,2,3,4,3,1,6,1,5,0,0,2,0,3,7,1,4,6,1,4,3,3,3,3,0,0,0,2,0,6,2010,2005,2005,2005,1698.0,730.0,90.0,11520.0,615.0,110.0,0.0,1588.0,1698.0,1698.0,0.0,0.0,192.0,74.0,0.0,0.0,0.0,0.0,
test,1479,20,RL,NridgHt,Lvl,Inside,Norm,Norm,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,Stone,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,8,5,2,3,4,3,1,6,1,5,0,0,2,0,3,8,1,4,6,1,4,2,3,3,3,1,0,0,2,0,2,2010,2005,2006,2005,1822.0,678.0,79.0,14122.0,240.0,28.0,0.0,1794.0,1822.0,1822.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,
test,1480,20,RL,NridgHt,HLS,Inside,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,9,5,3,3,4,3,4,6,1,5,1,0,2,1,3,10,1,4,6,2,4,3,3,3,3,0,0,1,2,0,6,2010,2003,2004,2003,2696.0,958.0,110.0,14300.0,1095.0,1373.0,0.0,1473.0,2846.0,2696.0,0.0,0.0,220.0,150.0,0.0,0.0,0.0,0.0,
test,1481,60,RL,NridgHt,Lvl,Corner,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,8,5,2,3,3,3,4,6,1,5,1,0,2,1,3,7,1,3,6,1,5,3,3,3,3,0,0,0,2,0,6,2010,2002,2002,2002,2250.0,756.0,105.0,13650.0,232.0,578.0,0.0,1093.0,1671.0,1687.0,563.0,0.0,238.0,130.0,0.0,0.0,0.0,0.0,
test,1482,120,RL,NridgHt,Lvl,Inside,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,8,5,2,3,3,3,2,6,1,5,0,0,2,0,2,6,1,3,6,1,4,2,2,3,3,1,0,0,2,0,4,2010,2006,2006,2006,1370.0,484.0,41.0,7132.0,178.0,24.0,0.0,1346.0,1370.0,1370.0,0.0,0.0,120.0,49.0,0.0,0.0,0.0,0.0,
test,1483,20,RL,Gilbert,Lvl,Corner,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,6,5,2,3,3,3,1,1,1,5,0,0,2,0,3,6,1,3,6,0,0,3,2,3,3,1,0,0,2,0,1,2010,2005,2005,2005,1324.0,430.0,100.0,18494.0,0.0,0.0,0.0,1324.0,1324.0,1324.0,0.0,0.0,36.0,23.0,0.0,0.0,0.0,0.0,
test,1484,120,RL,Blmngtn,Lvl,Inside,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,7,5,2,3,3,3,3,6,1,5,0,0,2,0,2,6,1,3,6,0,0,3,2,3,3,0,0,0,2,0,1,2010,2006,2006,2006,1145.0,437.0,43.0,3203.0,14.0,16.0,0.0,1129.0,1145.0,1145.0,0.0,0.0,100.0,116.0,0.0,0.0,0.0,0.0,
test,1485,80,RL,Gilbert,Lvl,Inside,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,BuiltIn,WD,Normal,7,5,2,3,3,3,1,6,1,5,1,0,2,1,3,7,1,3,6,1,4,3,2,3,3,1,0,0,2,0,6,2010,2004,2004,2004,1374.0,400.0,67.0,13300.0,0.0,326.0,0.0,58.0,384.0,744.0,630.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,
test,1486,60,RL,Gilbert,Lvl,Inside,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,7,5,2,3,3,3,1,1,1,5,0,0,2,1,3,7,1,3,6,1,4,3,2,3,3,1,0,0,2,0,4,2010,2004,2004,2004,1733.0,433.0,63.0,8577.0,0.0,0.0,0.0,847.0,847.0,847.0,886.0,0.0,144.0,48.0,0.0,0.0,0.0,0.0,
test,1487,60,RL,NoRidge,Lvl,CulDSac,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,8,5,2,3,4,3,1,1,1,5,0,0,2,1,4,7,1,3,6,1,3,3,3,3,3,2,0,0,2,0,1,2010,1998,1998,1998,2475.0,962.0,60.0,17433.0,114.0,0.0,0.0,1629.0,1629.0,1645.0,830.0,0.0,23.0,172.0,0.0,0.0,256.0,0.0,
test,1488,20,RL,Somerst,Lvl,Inside,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,8,5,2,3,3,3,0,1,1,5,0,0,2,0,2,6,1,3,6,1,4,2,3,3,3,0,0,0,2,0,5,2010,2005,2006,2005,1595.0,880.0,73.0,8987.0,226.0,0.0,0.0,1595.0,1595.0,1595.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,
test,1489,20,FV,Somerst,Lvl,Inside,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,New,Partial,7,5,2,3,3,3,1,1,1,5,0,0,2,0,2,4,1,3,6,0,0,2,2,3,3,0,0,0,2,0,4,2010,2009,2010,2009,1218.0,676.0,92.0,9215.0,0.0,0.0,0.0,1218.0,1218.0,1218.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,
test,1490,20,FV,Somerst,Lvl,Corner,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,6,5,2,3,4,3,1,6,1,5,1,0,2,0,2,6,1,3,6,1,4,3,2,3,3,0,0,0,2,0,5,2010,2005,2005,2005,1468.0,528.0,84.0,10440.0,0.0,1414.0,0.0,54.0,1468.0,1468.0,0.0,0.0,0.0,102.0,0.0,0.0,216.0,0.0,
test,1491,60,RL,SawyerW,Lvl,Inside,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,7,5,2,3,3,3,3,1,1,5,0,0,2,1,3,8,1,3,6,0,0,2,2,3,3,0,0,0,2,0,4,2010,2004,2004,2004,1659.0,484.0,70.0,11920.0,122.0,0.0,0.0,831.0,831.0,831.0,828.0,0.0,144.0,68.0,0.0,0.0,0.0,0.0,
test,1492,30,RH,SawyerW,Lvl,Corner,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,N,FuseA,Detchd,WD,Normal,5,5,1,2,2,3,1,1,1,3,0,0,1,0,2,5,1,2,6,0,0,1,1,3,3,0,0,0,2,0,4,2010,1920,1950,1920,1012.0,429.0,70.0,9800.0,0.0,0.0,0.0,816.0,816.0,1012.0,0.0,0.0,121.0,0.0,80.0,0.0,0.0,0.0,
test,1493,20,RL,Sawyer,Lvl,CulDSac,RRNe,Norm,1Fam,1Story,Hip,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,WD,Abnorml,6,6,1,4,2,3,4,4,6,5,1,0,2,0,3,7,1,2,6,2,2,3,2,3,3,1,4,0,2,0,4,2010,1974,2002,1974,1494.0,461.0,39.0,15410.0,250.0,126.0,859.0,223.0,1208.0,1494.0,0.0,0.0,296.0,0.0,186.0,0.0,0.0,0.0,
test,1494,60,RL,NoRidge,Lvl,Inside,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,ImStucc,BrkFace,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,8,5,2,3,3,3,1,2,6,5,1,0,2,1,4,9,1,3,6,1,3,2,3,3,3,1,0,0,2,0,6,2010,1993,1993,1993,2349.0,762.0,85.0,13143.0,504.0,250.0,981.0,0.0,1231.0,1251.0,1098.0,0.0,32.0,130.0,0.0,0.0,0.0,0.0,
test,1495,60,RL,NoRidge,Lvl,Inside,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,8,5,2,3,3,3,1,6,1,5,1,0,2,1,4,7,1,3,6,1,3,2,3,3,3,0,0,0,2,0,6,2010,1992,1993,1992,2225.0,713.0,88.0,11134.0,180.0,1129.0,0.0,261.0,1390.0,1402.0,823.0,0.0,198.0,30.0,0.0,0.0,0.0,0.0,
test,1496,120,FV,Somerst,Lvl,CulDSac,Norm,Norm,TwnhsE,1Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,7,5,2,3,4,3,3,6,1,5,1,0,2,0,2,6,1,3,6,1,4,3,2,3,3,1,0,0,2,0,3,2010,2004,2005,2004,1488.0,506.0,25.0,4835.0,0.0,1298.0,0.0,190.0,1488.0,1488.0,0.0,0.0,168.0,50.0,0.0,0.0,0.0,0.0,
test,1497,160,FV,Somerst,Lvl,Inside,Norm,Norm,TwnhsE,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,7,5,2,3,3,3,1,1,1,5,0,0,2,1,2,3,1,3,6,0,0,2,2,3,3,0,0,0,2,0,1,2010,2004,2004,2004,1680.0,588.0,39.0,3515.0,0.0,0.0,0.0,840.0,840.0,840.0,840.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,
test,1498,160,FV,Somerst,Lvl,Inside,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,SBrkr,Detchd,ConLD,Normal,7,5,2,3,3,3,3,6,1,5,0,0,2,1,2,4,1,3,6,0,0,2,2,3,3,0,0,0,2,0,4,2010,2004,2004,2004,1200.0,480.0,30.0,3215.0,120.0,280.0,0.0,320.0,600.0,600.0,600.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0,
test,1499,160,FV,Somerst,Lvl,Inside,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Y,SBrkr,Detchd,WD,Normal,7,5,2,3,3,3,1,6,5,5,1,0,2,1,2,4,1,3,6,0,0,2,2,3,3,0,0,0,2,0,2,2010,2004,2005,2004,1200.0,480.0,24.0,2544.0,0.0,368.0,42.0,190.0,600.0,600.0,600.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0,
test,1500,160,FV,Somerst,Lvl,Inside,Norm,Norm,Twnhs,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Detchd,WD,Normal,6,5,2,3,3,3,1,6,1,5,1,0,2,1,2,4,1,3,6,0,0,2,2,3,3,0,0,0,2,0,5,2010,2005,2005,2005,1236.0,480.0,24.0,2544.0,216.0,376.0,0.0,224.0,600.0,600.0,636.0,0.0,0.0,166.0,0.0,0.0,0.0,0.0,
test,1501,160,FV,Somerst,Lvl,Corner,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,SBrkr,Detchd,WD,Normal,6,5,2,3,3,3,1,6,1,5,1,0,2,1,2,5,1,3,6,0,0,1,2,3,3,0,0,0,2,0,5,2010,2000,2000,2000,1512.0,440.0,50.0,2980.0,1159.0,466.0,0.0,290.0,756.0,756.0,756.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,
test,1502,160,FV,Somerst,Lvl,FR2,Norm,Norm,TwnhsE,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Detchd,WD,Normal,7,5,2,3,3,3,1,6,1,5,0,0,2,1,2,4,1,3,6,0,0,2,2,3,3,1,0,0,2,0,6,2010,2003,2003,2003,1080.0,496.0,20.999999999999993,2403.0,0.0,244.0,0.0,286.0,530.0,530.0,550.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,
test,1503,20,FV,Somerst,Lvl,Inside,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,None,PConc,GasA,Y,SBrkr,Attchd,New,Partial,8,5,2,3,4,1,1,6,1,5,1,0,1,1,1,6,1,3,6,1,4,2,3,3,3,1,0,0,2,0,4,2010,2010,2010,2010,1418.0,852.0,57.0,12853.0,0.0,1032.0,0.0,610.0,1642.0,1418.0,0.0,0.0,160.0,192.0,0.0,224.0,0.0,0.0,
